	TCGA-91-6828-01A	TCGA-86-6562-01A	TCGA-55-8094-01A	TCGA-67-3771-01A	TCGA-49-AARN-01A
ENSG00000213413.2	2	4	5	9	1
ENSG00000213414.3	1	0	0	2	0
ENSG00000213416.4	0	0	0	0	0
ENSG00000213417.3	0	0	0	0	0
ENSG00000213420.8	39	55	132	121	64
ENSG00000213421.4	0	0	0	0	0
ENSG00000213423.4	0	0	0	0	0
ENSG00000213424.9	1	2	0	2	2
ENSG00000213430.6	16	6	12	20	2
ENSG00000213431.4	0	0	0	1	0
ENSG00000213432.2	2	4	5	6	0
ENSG00000213433.5	6	14	20	34	51
ENSG00000213434.2	0	0	0	0	1
ENSG00000213435.3	2	2	3	5	0
ENSG00000213438.2	1	0	0	5	4
ENSG00000213439.3	0	0	0	1	0
ENSG00000213440.2	2	0	1	0	0
ENSG00000213442.5	102	133	215	263	163
ENSG00000213443.2	0	0	0	0	0
ENSG00000213445.10	1351	2770	974	2088	2801
ENSG00000213448.3	1	0	0	0	0
ENSG00000213449.2	0	0	0	1	0
ENSG00000213450.4	0	0	1	1	1
ENSG00000213451.2	0	0	0	0	0
ENSG00000213452.4	0	0	0	0	0
ENSG00000213453.3	31	35	32	57	11
ENSG00000213455.3	0	2	15	3	0
ENSG00000213461.3	0	0	1	3	0
ENSG00000213462.5	353	2012	2892	1294	1157
ENSG00000213463.5	1603	2019	1103	1721	1135
ENSG00000213465.8	354	1034	2011	903	1098
ENSG00000213467.4	1	1	1	3	2
ENSG00000213468.7	31	2	111	16	205
ENSG00000213470.4	0	0	0	0	0
ENSG00000213471.10	1	0	3	3	0
ENSG00000213478.2	1	2	2	8	1
ENSG00000213480.3	0	1	1	0	0
ENSG00000213483.4	0	4	3	0	2
ENSG00000213484.2	1	0	0	1	1
ENSG00000213486.3	0	1	0	1	1
ENSG00000213487.3	0	0	0	0	0
ENSG00000213488.4	0	0	0	0	0
ENSG00000213489.3	0	0	0	0	0
ENSG00000213492.2	7	3	5	7	2
ENSG00000213493.3	1	1	2	3	0
ENSG00000213495.3	0	0	0	0	0
ENSG00000213498.3	1	0	0	0	3
ENSG00000213500.3	0	0	0	0	0
ENSG00000213509.4	0	0	2	2	1
ENSG00000213512.3	1	0	0	2	0
ENSG00000213513.3	2	6	28	9	18
ENSG00000213514.2	5	5	3	27	5
ENSG00000213516.10	590	476	798	693	469
ENSG00000213519.2	3	4	1	1	15
ENSG00000213522.4	0	1	0	0	0
ENSG00000213523.10	602	876	1728	896	1150
ENSG00000213525.3	0	0	0	0	0
ENSG00000213526.3	0	0	2	1	0
ENSG00000213527.5	0	0	0	0	0
ENSG00000213529.3	2	2	6	1	0
ENSG00000213530.3	0	0	0	0	0
ENSG00000213533.13	16	21	18	16	18
ENSG00000213536.2	0	0	0	0	0
ENSG00000213538.5	14	6	4	5	3
ENSG00000213539.4	5	4	3	9	3
ENSG00000213540.3	1	0	0	4	0
ENSG00000213542.3	3	8	10	2	17
ENSG00000213543.2	0	0	0	0	2
ENSG00000213547.3	0	0	0	0	0
ENSG00000213548.3	0	0	1	1	0
ENSG00000213549.3	0	1	0	0	0
ENSG00000213551.7	200	305	568	284	306
ENSG00000213553.4	147	100	211	274	43
ENSG00000213556.3	0	0	0	0	0
ENSG00000213557.4	0	0	0	0	0
ENSG00000213558.3	0	0	1	1	0
ENSG00000213559.4	0	1	0	0	0
ENSG00000213560.4	0	0	0	1	0
ENSG00000213561.4	3	0	8	16	1
ENSG00000213563.7	755	590	937	625	542
ENSG00000213568.4	0	0	0	0	0
ENSG00000213569.4	1	2	0	4	2
ENSG00000213574.2	6	5	10	7	0
ENSG00000213578.6	0	0	0	0	0
ENSG00000213579.3	0	0	2	1	0
ENSG00000213585.11	5603	4591	8967	6031	6182
ENSG00000213587.3	1	0	1	0	0
ENSG00000213588.6	320	517	489	463	488
ENSG00000213590.2	3	4	31	1	2
ENSG00000213592.4	0	1	3	14	2
ENSG00000213593.10	1164	2003	5013	3195	1809
ENSG00000213594.4	1	0	2	1	0
ENSG00000213598.4	4	4	18	20	3
ENSG00000213599.10	0	2	0	1	3
ENSG00000213600.3	5	1	1	0	3
ENSG00000213601.3	1	0	3	4	2
ENSG00000213604.4	0	0	0	0	0
ENSG00000213605.2	0	0	1	0	0
ENSG00000213606.3	0	0	2	25	0
ENSG00000213607.4	0	0	0	0	0
ENSG00000213608.5	0	2	3	0	0
ENSG00000213609.3	16	21	36	14	35
ENSG00000213612.3	2	2	0	4	8
ENSG00000213613.2	8	3	8	6	5
ENSG00000213614.10	433	642	943	868	521
ENSG00000213619.11	911	1928	3540	2042	2108
ENSG00000213620.3	0	0	0	1	0
ENSG00000213621.3	4	9	12	15	2
ENSG00000213625.9	2545	3663	6082	4064	4060
ENSG00000213626.13	4322	7208	1386	9859	4839
ENSG00000213630.3	1	0	1	0	0
ENSG00000213638.6	34	45	107	37	65
ENSG00000213639.10	7734	13772	16592	7735	6193
ENSG00000213640.3	2	0	0	2	12
ENSG00000213641.4	1	1	0	2	0
ENSG00000213642.3	0	0	17	21	0
ENSG00000213643.3	0	0	0	0	0
ENSG00000213644.2	0	0	0	0	0
ENSG00000213645.2	0	0	1	1	1
ENSG00000213648.11	0	0	0	0	0
ENSG00000213650.3	0	1	1	2	0
ENSG00000213652.3	0	0	0	1	0
ENSG00000213653.4	1	0	1	2	0
ENSG00000213654.10	1552	1104	536	1260	1123
ENSG00000213655.4	0	0	1	0	0
ENSG00000213657.3	0	0	0	1	0
ENSG00000213658.12	9	7	4	14	24
ENSG00000213659.4	0	0	0	0	0
ENSG00000213661.3	0	0	1	0	0
ENSG00000213663.4	0	1	0	1	0
ENSG00000213664.4	0	9	0	0	0
ENSG00000213667.3	0	1	0	0	0
ENSG00000213669.2	0	0	0	0	0
ENSG00000213671.3	0	0	0	4	0
ENSG00000213672.8	849	787	1550	928	933
ENSG00000213673.3	0	0	1	0	0
ENSG00000213676.13	3258	2313	5666	3089	3306
ENSG00000213683.4	1	0	4	3	0
ENSG00000213684.4	3	5	9	1	0
ENSG00000213689.14	0	0	0	0	0
ENSG00000213690.3	0	0	0	1	0
ENSG00000213693.4	24	16	3	54	10
ENSG00000213694.6	413	907	230	1030	460
ENSG00000213695.3	3	8	6	3	3
ENSG00000213697.3	0	1	0	0	0
ENSG00000213698.2	0	0	0	0	0
ENSG00000213699.9	1735	2554	3185	1745	1968
ENSG00000213700.3	14	59	347	66	26
ENSG00000213701.4	2	1	2	1	1
ENSG00000213703.2	0	0	0	0	1
ENSG00000213704.3	0	0	1	3	1
ENSG00000213706.2	0	0	6	6	2
ENSG00000213707.2	59	81	26	64	8
ENSG00000213708.6	0	0	0	0	0
ENSG00000213711.3	0	0	0	0	0
ENSG00000213713.3	71	88	97	54	30
ENSG00000213714.1	2	1	2	2	8
ENSG00000213716.3	0	0	0	0	0
ENSG00000213717.3	0	0	0	0	0
ENSG00000213719.8	7135	14071	17632	13216	13512
ENSG00000213721.3	0	0	0	1	0
ENSG00000213722.10	1122	2874	948	2186	2920
ENSG00000213724.4	0	0	0	1	0
ENSG00000213726.5	0	0	0	1	0
ENSG00000213727.3	0	0	0	1	0
ENSG00000213729.3	3	2	2	2	2
ENSG00000213730.3	0	0	61	20	0
ENSG00000213731.2	0	0	1	4	2
ENSG00000213735.2	0	1	0	0	0
ENSG00000213736.2	0	0	0	0	0
ENSG00000213739.3	0	0	0	2	0
ENSG00000213740.2	6	3	9	7	0
ENSG00000213741.11	4539	10177	9325	16414	10199
ENSG00000213742.7	58	78	100	150	86
ENSG00000213744.3	0	1	0	4	0
ENSG00000213747.2	0	0	0	0	0
ENSG00000213750.4	1	0	3	0	0
ENSG00000213752.3	0	0	0	0	0
ENSG00000213753.11	440	936	618	1513	440
ENSG00000213754.2	1	1	14	1	0
ENSG00000213755.3	1	0	2	1	0
ENSG00000213757.3	22	22	50	41	97
ENSG00000213759.10	19	9	1302	0	4
ENSG00000213760.11	6	4	70	15	26
ENSG00000213761.4	1	3	6	3	3
ENSG00000213762.12	155	764	477	471	274
ENSG00000213763.4	20	37	17	26	12
ENSG00000213770.3	0	0	0	0	1
ENSG00000213771.3	2	3	6	6	4
ENSG00000213772.3	0	2	1	0	0
ENSG00000213774.3	0	0	0	2	0
ENSG00000213777.5	1	0	2	4	3
ENSG00000213778.2	0	0	0	1	0
ENSG00000213779.4	0	0	1	0	0
ENSG00000213780.11	2	1	12	3	9
ENSG00000213781.3	0	0	1	1	0
ENSG00000213782.7	20	25	56	22	43
ENSG00000213783.4	0	0	0	0	0
ENSG00000213785.3	0	0	1	0	0
ENSG00000213786.3	0	0	0	0	0
ENSG00000213787.3	1	0	0	3	0
ENSG00000213790.2	26	33	47	68	18
ENSG00000213791.4	0	1	2	3	1
ENSG00000213793.5	343	902	708	640	504
ENSG00000213798.3	0	0	1	2	1
ENSG00000213799.13	269	544	224	575	292
ENSG00000213801.4	46	41	88	151	58
ENSG00000213809.9	12	2	2	4	4
ENSG00000213816.3	1	6	0	1	0
ENSG00000213820.3	0	2	2	4	0
ENSG00000213822.6	0	0	0	0	0
ENSG00000213830.3	9	3	12	6	5
ENSG00000213839.4	139	149	68	101	83
ENSG00000213842.2	5	0	2	4	4
ENSG00000213849.3	0	0	1	3	1
ENSG00000213851.3	1	2	3	1	3
ENSG00000213853.10	5984	7871	2842	5178	3978
ENSG00000213854.3	2	1	0	0	0
ENSG00000213856.3	3	0	5	8	1
ENSG00000213857.3	1	5	2	6	4
ENSG00000213859.7	245	1370	499	608	419
ENSG00000213860.4	10	19	16	18	9
ENSG00000213862.4	20	14	16	18	5
ENSG00000213864.3	1	9	5	4	1
ENSG00000213866.3	87	122	130	167	47
ENSG00000213867.4	0	0	0	4	0
ENSG00000213871.3	0	0	1	0	0
ENSG00000213872.3	4	1	0	0	1
ENSG00000213873.4	0	0	0	1	0
ENSG00000213875.3	3	2	11	0	3
ENSG00000213876.4	14	9	12	79	8
ENSG00000213877.3	0	0	0	0	0
ENSG00000213880.3	0	1	1	1	0
ENSG00000213881.3	14	9	21	15	8
ENSG00000213882.2	0	0	0	1	0
ENSG00000213885.4	13	27	30	29	14
ENSG00000213886.4	1	0	4	0	1
ENSG00000213888.3	23	41	25	83	34
ENSG00000213889.10	28	13	136	425	98
ENSG00000213891.3	5	5	8	6	1
ENSG00000213892.12	3	2	55	0	0
ENSG00000213896.4	0	0	4	0	0
ENSG00000213900.2	0	2	0	1	0
ENSG00000213901.11	5	8	46	37	46
ENSG00000213903.9	179	147	171	465	1085
ENSG00000213904.9	5	16	33	20	11
ENSG00000213906.10	24	11	20	58	81
ENSG00000213908.4	0	0	0	0	0
ENSG00000213911.2	0	0	0	0	0
ENSG00000213916.2	0	0	0	0	0
ENSG00000213917.2	0	1	0	1	1
ENSG00000213918.10	563	1007	803	269	685
ENSG00000213920.9	0	0	1	1	0
ENSG00000213921.8	0	0	0	0	0
ENSG00000213923.13	1271	2860	2127	3398	2414
ENSG00000213924.3	0	0	0	0	0
ENSG00000213925.3	0	0	0	2	0
ENSG00000213926.3	0	0	0	0	0
ENSG00000213927.4	0	0	0	0	0
ENSG00000213928.9	113	82	143	164	247
ENSG00000213930.12	283	334	692	264	637
ENSG00000213931.7	0	0	0	0	0
ENSG00000213934.9	0	0	0	0	0
ENSG00000213935.3	1	0	1	1	1
ENSG00000213937.4	10	262	113	632	155
ENSG00000213938.3	1	3	0	3	3
ENSG00000213939.4	12	6	25	34	6
ENSG00000213940.4	0	0	1	2	0
ENSG00000213942.3	5	4	10	8	2
ENSG00000213943.3	3	5	8	10	1
ENSG00000213946.3	0	1	0	1	0
ENSG00000213949.10	2874	3542	6933	1272	1753
ENSG00000213950.2	3	3	14	6	1
ENSG00000213954.3	0	0	0	0	0
ENSG00000213956.4	0	0	1	4	0
ENSG00000213958.2	0	0	3	3	0
ENSG00000213959.2	0	0	0	0	1
ENSG00000213962.2	0	0	1	0	0
ENSG00000213963.6	50	72	51	26	55
ENSG00000213964.3	1	0	0	2	0
ENSG00000213965.3	540	1225	1300	786	635
ENSG00000213967.11	108	62	425	283	106
ENSG00000213970.4	2	1	4	4	0
ENSG00000213972.3	1	0	1	1	0
ENSG00000213973.9	5	2	3	14	3
ENSG00000213976.4	37	40	10	37	36
ENSG00000213977.8	2	8	2	3	1
ENSG00000213979.3	1	2	0	5	0
ENSG00000213981.8	5	1	4	13	4
ENSG00000213983.12	809	891	556	1410	1638
ENSG00000213985.4	14	13	5	15	4
ENSG00000213987.4	0	0	0	1	0
ENSG00000213988.11	222	15	252	211	249
ENSG00000213994.3	0	5	4	3	4
ENSG00000213995.11	816	2068	3143	3267	1445
ENSG00000213996.13	2	10	280	12	12
ENSG00000213997.3	5	4	11	3	2
ENSG00000213999.17	0	0	3	4	2
ENSG00000214003.2	0	0	1	0	0
ENSG00000214009.2	0	0	1	0	0
ENSG00000214012.4	1	1	2	6	0
ENSG00000214013.9	303	618	383	311	668
ENSG00000214015.3	0	0	0	0	0
ENSG00000214016.3	4	8	4	10	3
ENSG00000214018.3	1	6	20	2	5
ENSG00000214019.2	4	1	3	0	4
ENSG00000214020.3	0	0	0	0	0
ENSG00000214021.16	362	96	415	426	601
ENSG00000214022.11	2195	4494	3537	3573	4131
ENSG00000214024.2	0	0	1	0	0
ENSG00000214025.2	0	0	0	0	0
ENSG00000214026.11	280	774	2087	556	1015
ENSG00000214027.3	1	1	2	2	0
ENSG00000214029.5	184	90	264	252	97
ENSG00000214031.2	0	0	0	0	0
ENSG00000214035.3	0	0	0	0	0
ENSG00000214039.9	49	1	602	1899	1
ENSG00000214041.4	1	0	2	3	1
ENSG00000214042.1	0	0	0	0	0
ENSG00000214043.8	0	0	0	1	7
ENSG00000214045.3	1	0	2	0	0
ENSG00000214046.9	483	967	1147	743	822
ENSG00000214047.4	0	2	8	3	0
ENSG00000214049.8	7	1	1	20	37
ENSG00000214050.8	63	112	398	83	72
ENSG00000214051.3	0	0	0	0	0
ENSG00000214062.5	0	0	0	0	1
ENSG00000214063.11	909	2219	1697	1316	1466
ENSG00000214064.3	1	0	0	0	0
ENSG00000214067.2	0	0	0	0	0
ENSG00000214070.3	0	1	0	0	1
ENSG00000214071.4	0	0	0	0	0
ENSG00000214073.2	0	0	1	1	0
ENSG00000214074.3	0	0	0	1	0
ENSG00000214076.3	0	0	0	0	0
ENSG00000214077.4	14	6	2	107	0
ENSG00000214078.13	9227	7199	5206	3335	4459
ENSG00000214081.8	1	0	0	1	0
ENSG00000214087.8	211	496	221	687	488
ENSG00000214089.3	0	1	7	0	0
ENSG00000214093.3	2	1	12	10	3
ENSG00000214097.5	0	0	1	2	0
ENSG00000214100.8	0	2	1	0	0
ENSG00000214102.7	3	5	2	0	1
ENSG00000214106.9	195	280	146	173	391
ENSG00000214107.8	0	0	16	0	0
ENSG00000214108.4	6	2	2	6	1
ENSG00000214110.3	0	0	0	0	0
ENSG00000214111.3	1	1	1	0	0
ENSG00000214113.11	466	676	842	787	516
ENSG00000214114.9	281	822	764	746	658
ENSG00000214121.4	3	3	2	7	0
ENSG00000214124.3	1	0	0	0	0
ENSG00000214125.2	0	0	0	0	0
ENSG00000214128.11	7	6	38	968	13
ENSG00000214132.4	0	0	1	0	2
ENSG00000214135.8	163	134	450	984	323
ENSG00000214140.11	21	12	23	25	38
ENSG00000214141.4	0	0	0	0	1
ENSG00000214142.2	1	0	1	0	1
ENSG00000214144.3	5	2	4	3	1
ENSG00000214145.7	1	22	31	11	13
ENSG00000214146.3	7	11	11	22	18
ENSG00000214147.2	0	0	0	0	0
ENSG00000214160.10	1125	1206	4486	3554	2110
ENSG00000214161.3	0	0	0	0	0
ENSG00000214174.8	164	367	477	215	168
ENSG00000214176.9	413	571	532	475	1794
ENSG00000214178.3	1	0	0	2	0
ENSG00000214182.5	186	77	106	79	72
ENSG00000214184.3	0	6	10	7	5
ENSG00000214185.3	8	7	6	10	0
ENSG00000214188.9	0	1	3	0	0
ENSG00000214189.9	1	1	0	1	4
ENSG00000214190.2	0	0	1	0	0
ENSG00000214192.3	1	2	4	2	0
ENSG00000214193.11	233	365	430	403	1002
ENSG00000214194.9	362	2632	1748	853	654
ENSG00000214195.4	3	1	1	1	1
ENSG00000214198.8	23	12	48	30	10
ENSG00000214199.3	43	41	40	85	13
ENSG00000214200.2	0	0	0	0	0
ENSG00000214203.4	1	5	3	6	3
ENSG00000214204.4	0	1	0	0	0
ENSG00000214207.2	5	9	17	11	6
ENSG00000214210.4	0	0	0	0	0
ENSG00000214211.2	0	0	2	1	0
ENSG00000214212.9	53	69	201	118	43
ENSG00000214216.11	0	0	0	0	0
ENSG00000214222.2	3	1	5	1	0
ENSG00000214223.4	15	12	16	9	12
ENSG00000214226.9	28	90	69	48	59
ENSG00000214237.11	0	0	0	0	0
ENSG00000214243.3	2	6	9	2	3
ENSG00000214244.4	0	0	0	1	0
ENSG00000214245.3	0	0	0	0	0
ENSG00000214248.2	1	4	5	7	2
ENSG00000214249.3	2	2	1	2	0
ENSG00000214252.4	0	1	0	0	1
ENSG00000214253.9	1041	4554	2916	2015	2221
ENSG00000214254.3	0	0	0	0	0
ENSG00000214255.5	0	2	1	1	0
ENSG00000214259.3	0	0	1	4	0
ENSG00000214262.4	0	0	0	0	0
ENSG00000214263.2	33	76	170	54	1
ENSG00000214264.4	1	1	0	1	0
ENSG00000214265.11	0	0	0	0	0
ENSG00000214266.2	0	0	0	0	0
ENSG00000214268.2	0	0	0	0	0
ENSG00000214269.3	29	14	4	15	2
ENSG00000214273.4	1	1	0	0	4
ENSG00000214274.10	363	113	1195	497	257
ENSG00000214278.4	0	0	0	0	0
ENSG00000214279.13	99	18	81	29	105
ENSG00000214280.3	0	0	0	0	0
ENSG00000214281.3	0	0	0	0	0
ENSG00000214282.3	1	3	26	8	2
ENSG00000214283.4	1	0	2	0	0
ENSG00000214285.3	0	0	0	0	0
ENSG00000214286.2	0	0	6	1	0
ENSG00000214288.4	0	0	3	0	0
ENSG00000214289.2	1	0	1	2	0
ENSG00000214290.8	68	94	48	195	184
ENSG00000214293.9	312	405	1049	260	693
ENSG00000214295.4	0	0	0	0	2
ENSG00000214297.3	2	2	3	1	0
ENSG00000214298.3	0	0	1	0	0
ENSG00000214300.7	1	0	12	4	0
ENSG00000214301.4	3	2	0	5	3
ENSG00000214305.4	0	0	0	0	0
ENSG00000214309.5	25	52	35	59	38
ENSG00000214313.8	1	0	13	1	2
ENSG00000214318.3	1	0	0	2	0
ENSG00000214319.2	0	0	0	0	0
ENSG00000214321.3	0	0	0	0	0
ENSG00000214322.3	0	0	1	1	2
ENSG00000214324.5	0	0	0	0	0
ENSG00000214326.2	0	0	0	0	0
ENSG00000214329.7	0	0	0	0	0
ENSG00000214330.4	0	0	0	0	0
ENSG00000214331.8	79	36	62	76	64
ENSG00000214335.3	2	0	0	0	0
ENSG00000214336.5	117	0	5	120	50
ENSG00000214338.10	3	5	2	1	2
ENSG00000214342.2	0	0	0	0	0
ENSG00000214344.4	0	0	0	0	0
ENSG00000214347.8	0	0	0	0	0
ENSG00000214351.5	0	0	0	0	0
ENSG00000214353.8	14	21	59	5	56
ENSG00000214354.3	0	0	0	0	0
ENSG00000214357.9	939	3067	245	343	1415
ENSG00000214359.3	1	0	10	5	1
ENSG00000214360.5	0	0	0	0	0
ENSG00000214362.2	3	3	5	6	1
ENSG00000214366.4	0	0	0	0	0
ENSG00000214367.9	440	456	686	353	304
ENSG00000214369.2	0	0	1	0	0
ENSG00000214374.2	0	1	0	0	0
ENSG00000214376.6	10	55	15	17	43
ENSG00000214380.4	0	0	0	0	0
ENSG00000214381.6	0	0	0	0	0
ENSG00000214389.2	60	43	54	92	18
ENSG00000214391.3	12	23	15	35	4
ENSG00000214401.4	14	74	36	26	26
ENSG00000214402.7	14	2	8	49	16
ENSG00000214405.3	0	1	0	0	0
ENSG00000214407.3	0	0	0	0	0
ENSG00000214413.9	231	235	592	497	316
ENSG00000214414.9	0	0	0	0	0
ENSG00000214415.4	0	0	3	0	0
ENSG00000214417.4	2	0	7	2	1
ENSG00000214424.5	0	0	1	1	0
ENSG00000214425.8	247	210	93	344	240
ENSG00000214428.3	0	0	0	0	0
ENSG00000214429.3	0	0	35	1	0
ENSG00000214432.9	0	5	6	9	2
ENSG00000214433.4	8	6	1	19	3
ENSG00000214434.2	0	1	0	1	0
ENSG00000214435.8	0	0	0	0	0
ENSG00000214439.4	14	22	15	15	19
ENSG00000214447.4	0	0	0	0	0
ENSG00000214455.4	0	0	0	0	1
ENSG00000214456.8	90	50	46	260	94
ENSG00000214457.3	0	0	0	1	0
ENSG00000214460.3	4	5	1	18	1
ENSG00000214465.3	1	1	1	26	3
ENSG00000214484.3	0	0	0	2	0
ENSG00000214485.6	72	21	107	49	19
ENSG00000214487.3	0	0	0	0	0
ENSG00000214491.8	386	439	27	59	215
ENSG00000214510.10	0	3	84	2	12
ENSG00000214511.3	0	1	1	0	1
ENSG00000214513.4	2	0	7	1	2
ENSG00000214514.8	1	1	14	1	8
ENSG00000214517.10	1305	2053	2613	2842	1627
ENSG00000214518.3	0	0	0	0	0
ENSG00000214525.4	0	0	0	0	0
ENSG00000214526.3	0	1	0	1	0
ENSG00000214530.9	3765	2766	14496	3911	3028
ENSG00000214533.3	1	0	4	2	0
ENSG00000214534.5	1	0	1	2	1
ENSG00000214535.3	14	21	39	27	35
ENSG00000214541.3	3	2	1	1	1
ENSG00000214544.7	7	9	3	1	5
ENSG00000214546.4	2	35	33	5	33
ENSG00000214548.18	137	202	54	252	407
ENSG00000214549.2	0	0	0	0	0
ENSG00000214552.4	0	1	0	1	0
ENSG00000214553.10	6	2	2	3	24
ENSG00000214558.4	0	0	1	2	0
ENSG00000214559.3	0	0	1	0	0
ENSG00000214560.4	0	0	0	0	0
ENSG00000214561.3	0	0	1	2	0
ENSG00000214562.15	18	56	41	11	37
ENSG00000214563.2	2	1	0	3	0
ENSG00000214575.9	5	19	0	312	16
ENSG00000214578.5	3	6	13	22	4
ENSG00000214581.6	0	0	0	0	0
ENSG00000214584.3	1	4	29	3	0
ENSG00000214593.3	0	0	0	1	1
ENSG00000214595.12	31	50	21	101	65
ENSG00000214602.3	0	0	0	0	0
ENSG00000214604.3	0	0	0	0	0
ENSG00000214607.2	0	0	4	0	0
ENSG00000214612.3	1	3	2	10	1
ENSG00000214614.3	0	0	0	1	0
ENSG00000214617.9	0	0	1	61	0
ENSG00000214626.2	0	0	3	2	0
ENSG00000214628.3	0	0	0	0	0
ENSG00000214629.3	0	0	1	1	2
ENSG00000214641.3	0	1	0	1	0
ENSG00000214642.1	0	0	0	0	0
ENSG00000214643.6	0	0	0	0	0
ENSG00000214646.8	0	1	0	1	0
ENSG00000214650.3	3	3	8	18	10
ENSG00000214651.4	0	1	0	1	0
ENSG00000214652.6	27	34	171	218	23
ENSG00000214653.4	7	6	3	4	1
ENSG00000214654.8	77	160	109	80	36
ENSG00000214655.11	1330	1354	2159	2393	1659
ENSG00000214657.4	0	0	1	2	1
ENSG00000214659.4	1	1	6	1	3
ENSG00000214660.6	0	0	0	1	0
ENSG00000214668.4	0	1	0	0	0
ENSG00000214669.3	0	1	0	0	0
ENSG00000214671.4	0	0	0	1	0
ENSG00000214676.4	0	0	0	0	0
ENSG00000214681.4	0	0	0	0	0
ENSG00000214684.2	0	0	0	0	0
ENSG00000214686.7	1	0	0	1	1
ENSG00000214688.6	2	1	0	0	1
ENSG00000214691.9	1	5	1872	0	18
ENSG00000214694.12	4	30	43	49	36
ENSG00000214695.3	0	1	0	0	0
ENSG00000214700.5	0	0	6	0	5
ENSG00000214702.6	0	0	0	0	0
ENSG00000214706.10	978	1298	1093	984	1394
ENSG00000214708.4	22	64	111	14	34
ENSG00000214711.10	8	24	3	84	9
ENSG00000214717.12	2587	3323	1506	2114	2641
ENSG00000214717.12_PAR_Y	0	0	0	0	0
ENSG00000214719.13	7	6	9	10	8
ENSG00000214720.4	0	0	1	0	0
ENSG00000214725.9	1	1	39	71	13
ENSG00000214727.2	0	1	0	0	0
ENSG00000214732.3	0	0	0	0	0
ENSG00000214736.8	0	0	0	0	0
ENSG00000214743.4	0	0	0	0	0
ENSG00000214745.2	0	0	0	1	0
ENSG00000214748.2	0	1	0	1	0
ENSG00000214753.4	1393	2229	2928	1008	2239
ENSG00000214754.3	0	0	0	27	0
ENSG00000214756.8	36	51	106	64	162
ENSG00000214759.3	0	0	1	1	1
ENSG00000214760.3	1	0	2	6	1
ENSG00000214761.3	0	2	0	2	0
ENSG00000214765.8	192	310	422	275	243
ENSG00000214770.3	4	1	16	7	8
ENSG00000214772.2	4	8	33	8	5
ENSG00000214773.1	1	0	4	1	1
ENSG00000214776.12	12	14	38	13	2
ENSG00000214782.7	3	2	0	0	0
ENSG00000214783.9	17	26	171	39	53
ENSG00000214784.4	6	9	12	16	12
ENSG00000214787.10	32	11	20	20	17
ENSG00000214788.3	0	0	0	0	0
ENSG00000214794.4	0	0	1	1	0
ENSG00000214796.8	625	407	163	420	80
ENSG00000214797.3	1	1	0	6	66
ENSG00000214803.3	1	2	21	1	3
ENSG00000214807.2	0	0	1	0	1
ENSG00000214810.4	1	1	1	1	0
ENSG00000214812.3	0	0	0	2	3
ENSG00000214814.7	10	1	148	20	113
ENSG00000214815.2	0	1	0	0	0
ENSG00000214819.2	0	0	0	0	0
ENSG00000214820.3	10	14	1	6	3
ENSG00000214821.4	0	0	0	0	0
ENSG00000214822.8	4	39	3	0	15
ENSG00000214823.3	0	0	0	0	0
ENSG00000214825.2	0	0	0	0	0
ENSG00000214826.5	43	89	202	125	62
ENSG00000214827.11	13	16	21	20	17
ENSG00000214832.5	6	15	10	62	4
ENSG00000214835.3	2	0	0	1	0
ENSG00000214837.8	4	13	8	37	5
ENSG00000214842.5	1	7	0	0	1
ENSG00000214843.3	0	0	0	0	0
ENSG00000214846.4	2	7	0	112	3
ENSG00000214851.5	5	1	0	1	2
ENSG00000214853.5	0	2	2	0	0
ENSG00000214855.9	3	7	33	19	6
ENSG00000214856.11	25	52	16	3	46
ENSG00000214857.4	0	1	3	1	0
ENSG00000214860.5	2	11	1	1	1
ENSG00000214866.9	0	0	2	0	0
ENSG00000214867.3	8	5	6	3	3
ENSG00000214869.5	0	0	2	0	0
ENSG00000214870.9	38	238	16	40	66
ENSG00000214872.8	12	3	39	47	46
ENSG00000214875.2	0	1	0	0	0
ENSG00000214878.2	0	0	0	0	0
ENSG00000214880.3	0	0	0	0	0
ENSG00000214881.4	2	5	7	6	2
ENSG00000214883.4	1	0	0	0	0
ENSG00000214886.4	1	0	1	0	0
ENSG00000214888.3	0	1	0	220	1
ENSG00000214889.3	0	0	0	0	0
ENSG00000214890.3	0	0	0	0	0
ENSG00000214891.9	0	0	0	0	0
ENSG00000214892.4	0	0	1	8	1
ENSG00000214894.6	10	25	21	16	4
ENSG00000214896.4	3	0	1	6	1
ENSG00000214897.5	6	0	2	95	0
ENSG00000214900.11	92	126	55	188	142
ENSG00000214903.4	0	0	0	0	0
ENSG00000214904.5	0	0	0	0	0
ENSG00000214908.3	0	0	2	4	0
ENSG00000214914.3	1	2	0	4	20
ENSG00000214915.3	0	0	0	0	0
ENSG00000214917.3	1	0	0	1	0
ENSG00000214919.3	4	0	3	0	9
ENSG00000214922.9	32	26	6	73	47
ENSG00000214925.3	0	1	4	3	3
ENSG00000214929.4	0	0	1	0	0
ENSG00000214930.2	0	0	0	0	0
ENSG00000214940.8	0	0	0	0	0
ENSG00000214941.8	259	503	1368	376	329
ENSG00000214942.6	0	0	3	1	0
ENSG00000214943.5	2	1	0	0	0
ENSG00000214944.9	189	571	1008	630	737
ENSG00000214946.14	0	1	1	1	0
ENSG00000214954.8	54	12	172	34	20
ENSG00000214955.5	0	0	0	1	0
